	0	1	2	3	4	5	6	7	8	9
Sentence38	('model1-model2', 0.9343247332605085)	('model1-model3', 0.979857343108698)	('model1-model4', 0.5963324812224464)	('model1-model5', 0.8934148226041857)	('model2-model3', 0.9212628435052931)	('model2-model4', 0.5803945332158369)	('model2-model5', 0.804989937688668)	('model3-model4', 0.5724953933698649)	('model3-model5', 0.9202948374858964)	('model4-model5', 0.4589567361876232)
Sentence39	('model1-model2', 0.9947246396459665)	('model1-model3', 0.9962081285899098)	('model1-model4', 0.9879661485457868)	('model1-model5', 0.9883542488681112)	('model2-model3', 0.9958968971038603)	('model2-model4', 0.9907832134966703)	('model2-model5', 0.9941417187752185)	('model3-model4', 0.989124557116667)	('model3-model5', 0.9895488685504705)	('model4-model5', 0.9826503714167102)
Sentence40	('model1-model2', 0.999022019762979)	('model1-model3', 0.9999999999999999)	('model1-model4', 0.9996902640337465)	('model1-model5', 0.9987119170280966)	('model2-model3', 0.999022019762979)	('model2-model4', 0.9986341037332769)	('model2-model5', 0.9975751871776434)	('model3-model4', 0.9996902640337465)	('model3-model5', 0.9987119170280966)	('model4-model5', 0.9996653498818677)
Sentence41	('model1-model2', 0.9053802044528273)	('model1-model3', 0.8381149158200933)	('model1-model4', 0.8669996485732016)	('model1-model5', 0.9366143394996908)	('model2-model3', 0.9269514204864173)	('model2-model4', 0.7999316757706055)	('model2-model5', 0.888200492288338)	('model3-model4', 0.7752720302061278)	('model3-model5', 0.8625475045982764)	('model4-model5', 0.8938901587143346)
Sentence42	('model1-model2', 0.9821529217895363)	('model1-model3', 0.9758739543665889)	('model1-model4', 0.9810736376318245)	('model1-model5', 0.9708166210938165)	('model2-model3', 0.957870525110636)	('model2-model4', 0.9646641848434881)	('model2-model5', 0.9554448870503641)	('model3-model4', 0.9912282657111815)	('model3-model5', 0.9933191084384367)	('model4-model5', 0.9963428213919819)
Sentence43	('model1-model2', 0.9352621354246079)	('model1-model3', 0.8919210843330214)	('model1-model4', 0.8989383669644185)	('model1-model5', 0.9061557769509055)	('model2-model3', 0.9003914912362021)	('model2-model4', 0.9665922318024273)	('model2-model5', 0.9597997431455643)	('model3-model4', 0.870684656888212)	('model3-model5', 0.8472575037413019)	('model4-model5', 0.9188886720629884)
Sentence44	('model1-model2', 0.9050589186110584)	('model1-model3', 0.9502107416614859)	('model1-model4', 0.9035398058696477)	('model1-model5', 0.943869604610973)	('model2-model3', 0.9036124897019946)	('model2-model4', 0.9235077504792975)	('model2-model5', 0.9517467718927232)	('model3-model4', 0.9286280342970593)	('model3-model5', 0.979094868009929)	('model4-model5', 0.9270638262616888)
Sentence45	('model1-model2', 0.9837821114631136)	('model1-model3', 0.988286453443055)	('model1-model4', 0.993141618023605)	('model1-model5', 0.9910620705267339)	('model2-model3', 0.9939459655046917)	('model2-model4', 0.9894799572811827)	('model2-model5', 0.9847458639829623)	('model3-model4', 0.9903551747709877)	('model3-model5', 0.985602553940324)	('model4-model5', 0.9966876266104543)
Sentence46	('model1-model2', 0.9596759565304314)	('model1-model3', 0.8594857759627966)	('model1-model4', 0.9200228932581381)	('model1-model5', 0.874370521874914)	('model2-model3', 0.8651790535257257)	('model2-model4', 0.9246621565746054)	('model2-model5', 0.8936926396789532)	('model3-model4', 0.9494098746265276)	('model3-model5', 0.9594327397523111)	('model4-model5', 0.9535995711569729)
Sentence47	('model1-model2', 0.9496757372569424)	('model1-model3', 0.9218244035190366)	('model1-model4', 0.933458335252934)	('model1-model5', 0.9385781101220757)	('model2-model3', 0.9492897923922161)	('model2-model4', 0.9657836636931925)	('model2-model5', 0.9648558580323088)	('model3-model4', 0.9541012300404438)	('model3-model5', 0.9500073652608622)	('model4-model5', 0.972030304597411)
Sentence48	('model1-model2', 0.9941005461532068)	('model1-model3', 0.9693092589882961)	('model1-model4', 0.9778119717864391)	('model1-model5', 0.9693536059305828)	('model2-model3', 0.9624354790229065)	('model2-model4', 0.9705231721239393)	('model2-model5', 0.9627173956918205)	('model3-model4', 0.9903846153846155)	('model3-model5', 0.9752991438314811)	('model4-model5', 0.9672388203287416)
Sentence49	('model1-model2', 0.9938798218179329)	('model1-model3', 0.9826502840588723)	('model1-model4', 0.9957155325982621)	('model1-model5', 0.9918449403490653)	('model2-model3', 0.9797182826173169)	('model2-model4', 0.9923327362544022)	('model2-model5', 0.9907121079747602)	('model3-model4', 0.9761629275580579)	('model3-model5', 0.9903246561245973)	('model4-model5', 0.9892949920820431)
Sentence50	('model1-model2', 0.8883599816808285)	('model1-model3', 0.9322980214968376)	('model1-model4', 0.9405004771767792)	('model1-model5', 0.9962557756003197)	('model2-model3', 0.9145291883606759)	('model2-model4', 0.8542154756406006)	('model2-model5', 0.888869409167885)	('model3-model4', 0.9132141614339749)	('model3-model5', 0.9301417817275746)	('model4-model5', 0.9391026694561603)
Sentence51	('model1-model2', 0.981793015748837)	('model1-model3', 0.980879669341692)	('model1-model4', 0.9942883205311016)	('model1-model5', 0.9954264393707128)	('model2-model3', 0.9951845684670788)	('model2-model4', 0.9812962466895847)	('model2-model5', 0.9840660665293307)	('model3-model4', 0.9792397423373773)	('model3-model5', 0.9811892028566923)	('model4-model5', 0.9975137167708162)
Sentence52	('model1-model2', 0.974769234536)	('model1-model3', 0.9812757149235194)	('model1-model4', 0.9804644414894897)	('model1-model5', 0.9836475605264318)	('model2-model3', 0.9629659926970229)	('model2-model4', 0.9706715352492662)	('model2-model5', 0.983005719353448)	('model3-model4', 0.9713813677346955)	('model3-model5', 0.9735883817123661)	('model4-model5', 0.9849327663450921)
Sentence53	('model1-model2', 0.9337377379964001)	('model1-model3', 0.9802182633952914)	('model1-model4', 0.9692050208583135)	('model1-model5', 0.8672832800000229)	('model2-model3', 0.9714708598363329)	('model2-model4', 0.9569950211963038)	('model2-model5', 0.8940079199199872)	('model3-model4', 0.9753640633046816)	('model3-model5', 0.89971084705339)	('model4-model5', 0.8539520410757208)
Sentence54	('model1-model2', 0.9872037155270873)	('model1-model3', 0.94500642076047)	('model1-model4', 0.9423204111847464)	('model1-model5', 0.9777023354599935)	('model2-model3', 0.953548340604619)	('model2-model4', 0.9484436424142857)	('model2-model5', 0.983733170310076)	('model3-model4', 0.9865275807020648)	('model3-model5', 0.9566767024614484)	('model4-model5', 0.945404028054954)
Sentence55	('model1-model2', 0.9811778418848289)	('model1-model3', 0.9819739937059591)	('model1-model4', 0.9796453400285036)	('model1-model5', 0.9927391359214874)	('model2-model3', 0.9627932798164129)	('model2-model4', 0.9559658888515915)	('model2-model5', 0.9650547643979693)	('model3-model4', 0.9849000325041548)	('model3-model5', 0.9834024357790838)	('model4-model5', 0.9890810698448591)
Sentence56	('model1-model2', 0.9760166069918674)	('model1-model3', 0.9832867502745012)	('model1-model4', 0.9720000607047117)	('model1-model5', 0.994917247619466)	('model2-model3', 0.972037043302191)	('model2-model4', 0.954647292178558)	('model2-model5', 0.9707266931761951)	('model3-model4', 0.9738335018771861)	('model3-model5', 0.9764827831292904)	('model4-model5', 0.9813477334812202)
Sentence57	('model1-model2', 0.9548461760620094)	('model1-model3', 0.998905324252477)	('model1-model4', 0.9945548837715815)	('model1-model5', 0.9915504323657924)	('model2-model3', 0.956334157279841)	('model2-model4', 0.960658374267919)	('model2-model5', 0.9607633415507687)	('model3-model4', 0.9957135975949372)	('model3-model5', 0.9927964669984465)	('model4-model5', 0.9944880888124615)
Sentence58	('model1-model2', 0.9665639347932145)	('model1-model3', 0.9484462161280186)	('model1-model4', 0.9665639347932145)	('model1-model5', 0.7280252083092641)	('model2-model3', 0.9827698236013118)	('model2-model4', 1.0)	('model2-model5', 0.7457995248167776)	('model3-model4', 0.9827698236013118)	('model3-model5', 0.7940666671767441)	('model4-model5', 0.7457995248167776)
Sentence59	('model1-model2', 0.7681487658448879)	('model1-model3', 0.6176264685926993)	('model1-model4', 0.7886270528819788)	('model1-model5', 0.6398321332659328)	('model2-model3', 0.8992186920322521)	('model2-model4', 0.9331505420391031)	('model2-model5', 0.9193233421702659)	('model3-model4', 0.9416742264047768)	('model3-model5', 0.8896616871397061)	('model4-model5', 0.8505369571448813)
Sentence60	('model1-model2', 0.8312899318002144)	('model1-model3', 0.8787898909910967)	('model1-model4', 0.8507914287970744)	('model1-model5', 0.7787858051122248)	('model2-model3', 0.9786468773913866)	('model2-model4', 0.9511685315990835)	('model2-model5', 0.9668902201829391)	('model3-model4', 0.9549574383152034)	('model3-model5', 0.9364586224141228)	('model4-model5', 0.9533994394548482)
Sentence61	('model1-model2', 0.9298405564986921)	('model1-model3', 0.960784288476807)	('model1-model4', 0.9063514400542401)	('model1-model5', 0.6417098866252989)	('model2-model3', 0.9466159802196313)	('model2-model4', 0.8676944276728175)	('model2-model5', 0.5418428929350071)	('model3-model4', 0.918204352407294)	('model3-model5', 0.5799808732219031)	('model4-model5', 0.7545269361897543)
Sentence62	('model1-model2', 0.9403676811827417)	('model1-model3', 0.9218177764597645)	('model1-model4', 0.9482574889681761)	('model1-model5', 0.6676016550227087)	('model2-model3', 0.9620623721692221)	('model2-model4', 0.9475909629873405)	('model2-model5', 0.5637429314276751)	('model3-model4', 0.9046035046273906)	('model3-model5', 0.5095024623019571)	('model4-model5', 0.6576192779903354)
Sentence63	('model1-model2', 0.9934379990800732)	('model1-model3', 0.9934379990800732)	('model1-model4', 0.9934379990800732)	('model1-model5', 0.9941772773664709)	('model2-model3', 0.9999999999999999)	('model2-model4', 0.9999999999999999)	('model2-model5', 0.9925399887741162)	('model3-model4', 0.9999999999999999)	('model3-model5', 0.9925399887741162)	('model4-model5', 0.9925399887741162)
Sentence64	('model1-model2', 0.9489398584300455)	('model1-model3', 0.9581647930908814)	('model1-model4', 0.94098260804722)	('model1-model5', 0.9210298625938677)	('model2-model3', 0.9540989411743798)	('model2-model4', 0.9358984519003911)	('model2-model5', 0.953846153846154)	('model3-model4', 0.9115746516594818)	('model3-model5', 0.9711364222667794)	('model4-model5', 0.9358984519003911)
Sentence65	('model1-model2', 0.9821597024717621)	('model1-model3', 0.9986962734088948)	('model1-model4', 0.9818786652188157)	('model1-model5', 0.9949137446773595)	('model2-model3', 0.9839353746578251)	('model2-model4', 0.9823534796665987)	('model2-model5', 0.9879264235407411)	('model3-model4', 0.9864717280551597)	('model3-model5', 0.9941423222657658)	('model4-model5', 0.9870524670473071)
Sentence66	('model1-model2', 0.9338366113496056)	('model1-model3', 0.9694432329327353)	('model1-model4', 0.9626844487234534)	('model1-model5', 0.946004657509716)	('model2-model3', 0.9717352160401839)	('model2-model4', 0.9655637608562646)	('model2-model5', 0.9651884116330546)	('model3-model4', 0.972122765855691)	('model3-model5', 0.9559278143012757)	('model4-model5', 0.947634693485431)
Sentence67	('model1-model2', 0.9629831479423652)	('model1-model3', 0.9615628476544922)	('model1-model4', 0.9363260074350973)	('model1-model5', 0.9652409755315354)	('model2-model3', 0.9754270931230133)	('model2-model4', 0.8924250262138791)	('model2-model5', 0.9743510330817933)	('model3-model4', 0.9006057092094106)	('model3-model5', 0.9511096317848649)	('model4-model5', 0.9140013375768783)
Sentence68	('model1-model2', 0.8963810151353192)	('model1-model3', 0.8199674794094319)	('model1-model4', 0.7288777142808561)	('model1-model5', 0.3303081482945744)	('model2-model3', 0.8437362964577809)	('model2-model4', 0.8995179392533789)	('model2-model5', 0.5971201435052824)	('model3-model4', 0.6985277327809689)	('model3-model5', 0.5004111401897695)	('model4-model5', 0.8377028228848636)
Sentence69	('model1-model2', 0.9546043530678741)	('model1-model3', 0.9763802428935519)	('model1-model4', 0.9725884606356425)	('model1-model5', 0.7118426548430767)	('model2-model3', 0.9664196596710591)	('model2-model4', 0.9626665594358725)	('model2-model5', 0.7044988037413428)	('model3-model4', 0.9961164901835046)	('model3-model5', 0.7000733431752225)	('model4-model5', 0.6973546014747347)
Sentence70	('model1-model2', 0.9450718908153787)	('model1-model3', 0.971116484717851)	('model1-model4', 0.971116484717851)	('model1-model5', 1.0)	('model2-model3', 0.9708310402835135)	('model2-model4', 0.9708310402835135)	('model2-model5', 0.9450718908153787)	('model3-model4', 1.0)	('model3-model5', 0.971116484717851)	('model4-model5', 0.971116484717851)
Sentence71	('model1-model2', 0.9283819821900688)	('model1-model3', 0.5434611536709043)	('model1-model4', 0.8812033034849039)	('model1-model5', 0.883385678533416)	('model2-model3', 0.598598498632358)	('model2-model4', 0.9118417003526643)	('model2-model5', 0.9304263364060134)	('model3-model4', 0.5602521702276756)	('model3-model5', 0.6268796526396877)	('model4-model5', 0.8759007419826759)
Sentence72	('model1-model2', 0.9999999999999998)	('model1-model3', 0.998138236897538)	('model1-model4', 0.9949362240825464)	('model1-model5', 0.9854051200728996)	('model2-model3', 0.998138236897538)	('model2-model4', 0.9949362240825464)	('model2-model5', 0.9854051200728996)	('model3-model4', 0.9921557727475728)	('model3-model5', 0.9864198616412994)	('model4-model5', 0.977724042397295)
Sentence73	('model1-model2', 0.9777430278096118)	('model1-model3', 0.9712132843974247)	('model1-model4', 0.7285815197980967)	('model1-model5', 0.9577658628107603)	('model2-model3', 0.9383063665850186)	('model2-model4', 0.6899114266015355)	('model2-model5', 0.9300131969287228)	('model3-model4', 0.6961420553634103)	('model3-model5', 0.9461349926776692)	('model4-model5', 0.7504524507202106)
Sentence74	('model1-model2', 0.9836194938540179)	('model1-model3', 0.9909758601674218)	('model1-model4', 0.9831443637517833)	('model1-model5', 0.9719388883350297)	('model2-model3', 0.9921452914779658)	('model2-model4', 0.9956302525355045)	('model2-model5', 0.9897601951347484)	('model3-model4', 0.9949829966245032)	('model3-model5', 0.9830668073287341)	('model4-model5', 0.9906744599130615)
Sentence75	('model1-model2', 0.6690668199593424)	('model1-model3', 0.6222516064529431)	('model1-model4', 0.6529184080325212)	('model1-model5', 0.8750199878348227)	('model2-model3', 0.9726876021998451)	('model2-model4', 0.939064839796071)	('model2-model5', 0.7329409123199365)	('model3-model4', 0.9259618250087085)	('model3-model5', 0.6612071049835679)	('model4-model5', 0.7166498144294318)
